starting system statistics data collection
Linux 3.10.0-229.1.2.el7.x86_64 (CentOS-71-64-minimal) 	05/06/2015 	_x86_64_	(16 CPU)

05:56:53 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:57:53 PM     all     71.44      0.00      9.17      0.95      0.00     18.45
05:58:53 PM     all     69.86      0.00      7.33      1.38      0.00     21.43
05:59:53 PM     all     67.58      0.00      6.22      1.70      0.00     24.51
06:00:53 PM     all     72.97      0.00      4.83      1.20      0.00     21.00
06:01:53 PM     all     65.95      0.00      4.42      1.71      0.00     27.92
06:02:53 PM     all     59.98      0.00      4.43      2.48      0.00     33.10
06:03:53 PM     all     75.08      0.00      5.82      1.11      0.00     17.99
06:04:53 PM     all     65.69      0.00      4.73      2.37      0.00     27.20
06:05:53 PM     all     74.97      0.00      5.12      1.20      0.00     18.72
06:06:53 PM     all     81.17      0.00      5.46      0.58      0.00     12.80
06:07:53 PM     all     20.63      0.00      2.68      1.60      0.00     75.09
Average:        all     65.92      0.00      5.47      1.48      0.00     27.13
